"Points:0","Points:1","Points:2","U:0","U:1","U:2","blendedIndicatorU","k","nut","omega","p"
6.975,2.5568,0.005,0.18765,-0.0081191,9.7311e-25,0,0.0032325,0.0026831,1.1378,0.0087857
6.925,2.6068,0.005,0.20739,-0.0074856,1.7679e-24,0,0.0031631,0.0025435,1.216,0.0087866
6.875,2.6569,0.005,0.22753,-0.0068106,-8.5772e-25,0,0.0030258,0.0023654,1.2792,0.0087691
6.825,2.7069,0.005,0.24787,-0.0060769,-5.6654e-25,0,0.002812,0.0021134,1.3306,0.0087341
6.775,2.7569,0.005,0.26823,-0.0052984,4.6092e-25,0,0.0025137,0.0018277,1.3753,0.0086904
6.725,2.807,0.005,0.28798,-0.0044205,4.1033e-25,0,0.0021245,0.0014884,1.4275,0.0086377
6.675,2.86,0.005,0.30687,-0.0034689,-5.7396e-25,0,0.0016295,0.0010515,1.5496,0.0085601
6.625,2.916,0.005,0.31936,-0.002086,-7.707e-25,0,0.0011499,0.00053266,2.1588,0.0084971
6.575,2.972,0.005,0.30273,-0.00092772,-6.8151e-25,0,0.0015893,0.00025067,6.3402,0.0083802
8.975,0.60511,0.005,0.0021429,-0.23726,2.7521e-23,0,0.0010049,0.00017797,5.6465,0.015305
8.925,0.65515,0.005,0.0030457,-0.25314,-6.6135e-24,0,0.00065407,0.00038468,1.7003,0.01684
8.875,0.70519,0.005,0.00071109,-0.25126,-3.7803e-24,0,0.00076929,0.00072518,1.0608,0.017587
8.825,0.75523,0.005,-0.0022189,-0.24442,2.8396e-24,0,0.00095347,0.0010563,0.90261,0.017838
8.775,0.80528,0.005,-0.0047613,-0.23502,1.2108e-24,0,0.0011392,0.0013516,0.84282,0.01771
8.725,0.85532,0.005,-0.0068038,-0.22412,2.3819e-26,0,0.0013097,0.0014946,0.80686,0.017317
8.675,0.90536,0.005,-0.0081404,-0.21211,-2.4431e-24,0,0.0014587,0.0016329,0.77621,0.016773
8.625,0.9554,0.005,-0.0088655,-0.19923,-4.8149e-24,0,0.001584,0.001776,0.74514,0.01613
8.575,1.0054,0.005,-0.0089833,-0.18585,2.7025e-24,0,0.0016818,0.0019384,0.71133,0.015453
8.525,1.0555,0.005,-0.0085412,-0.17241,-5.3802e-37,0,0.0017505,0.0021319,0.67448,0.014784
8.475,1.1055,0.005,-0.0076133,-0.15932,-1.7508e-24,0,0.0017923,0.0023608,0.63588,0.014148
8.425,1.1556,0.005,-0.0062659,-0.14681,1.0637e-36,0,0.0018117,0.002635,0.59718,0.013561
8.375,1.2056,0.005,-0.0045471,-0.13507,3.3778e-24,0,0.0018144,0.0029767,0.5601,0.01303
8.325,1.2557,0.005,-0.0024699,-0.12419,-2.456e-24,0,0.0018067,0.0033723,0.52616,0.012551
8.275,1.3057,0.005,-1.2102e-05,-0.11395,-2.4219e-24,0,0.0017932,0.0036201,0.49535,0.012114
8.225,1.3557,0.005,0.002811,-0.1042,-7.4059e-26,0,0.0017786,0.0038075,0.46714,0.011723
8.175,1.4058,0.005,0.0059451,-0.095022,2.1906e-24,0,0.0017673,0.0039984,0.442,0.011384
8.125,1.4558,0.005,0.0093351,-0.086455,-3.665e-24,0,0.0017625,0.0041927,0.42037,0.01109
8.075,1.5059,0.005,0.012953,-0.078501,-1.189e-24,0,0.0017664,0.0043889,0.40248,0.010837
8.025,1.5559,0.005,0.016787,-0.071134,7.7003e-38,0,0.0017804,0.0045844,0.38835,0.010619
7.975,1.606,0.005,0.02083,-0.064324,-4.2087e-24,0,0.0018047,0.004775,0.37795,0.01043
7.925,1.656,0.005,0.025084,-0.058034,-8.0714e-25,0,0.0018394,0.0049561,0.37114,0.010265
7.875,1.706,0.005,0.029553,-0.052232,1.5486e-24,0,0.0018839,0.0051222,0.3678,0.010119
7.825,1.7561,0.005,0.034246,-0.046886,-6.3147e-25,0,0.0019375,0.0052683,0.36777,0.0099875
7.775,1.8061,0.005,0.039175,-0.041971,-1.4134e-24,0,0.0019992,0.0053896,0.37094,0.0098685
7.725,1.8562,0.005,0.044357,-0.037464,-3.3596e-32,0,0.0020685,0.0054799,0.37747,0.0097588
7.675,1.9062,0.005,0.049817,-0.033346,1.3126e-24,0,0.0021443,0.0055321,0.38762,0.0096565
7.625,1.9563,0.005,0.055587,-0.029603,4.5289e-25,0,0.0022259,0.0055419,0.40165,0.0095601
7.575,2.0063,0.005,0.061708,-0.026223,-4.3083e-25,0,0.0023126,0.0055064,0.41998,0.0094686
7.525,2.0563,0.005,0.068237,-0.023195,-4.1274e-25,0,0.0024037,0.0054239,0.44317,0.0093814
7.475,2.1064,0.005,0.075247,-0.020511,-1.6042e-24,0,0.0024992,0.005294,0.47209,0.0092985
7.425,2.1564,0.005,0.082836,-0.018164,-2.3722e-24,0,0.0025989,0.0051175,0.50785,0.00922
7.375,2.2065,0.005,0.091135,-0.016143,7.2578e-25,0,0.0027026,0.004897,0.55189,0.0091462
7.325,2.2565,0.005,0.10031,-0.014438,-1.5244e-24,0,0.00281,0.0046376,0.60591,0.0090778
7.275,2.3066,0.005,0.11059,-0.013043,3.4561e-25,0,0.0029193,0.0043465,0.67164,0.0090131
7.225,2.3566,0.005,0.12228,-0.011942,-1.1557e-24,0,0.003026,0.0040329,0.75034,0.0089572
7.175,2.4066,0.005,0.13582,-0.011039,-3.4037e-24,0,0.0031221,0.0035331,0.84237,0.0089509
7.125,2.4567,0.005,0.15144,-0.010223,-1.1538e-24,0,0.003197,0.003156,0.9426,0.0089542
7.075,2.5067,0.005,0.16886,-0.0094728,2.2568e-24,0,0.0032349,0.0028965,1.0417,0.0089548
7.025,2.5568,0.005,0.18762,-0.0087505,2.1561e-24,0,0.0032223,0.0027133,1.1319,0.0089531
6.975,2.6068,0.005,0.20719,-0.0079996,0,0,0.0031496,0.0025673,1.2083,0.0089469
6.925,2.6569,0.005,0.22719,-0.0072206,1.1868e-24,0,0.0030094,0.0023692,1.2702,0.0089214
6.875,2.7069,0.005,0.2474,-0.0063968,1.2512e-24,0,0.0027938,0.0021151,1.3208,0.0088776
6.825,2.7569,0.005,0.26762,-0.0055423,1.8956e-24,0,0.0024949,0.0018275,1.3652,0.0088248
6.775,2.807,0.005,0.28721,-0.0045963,1.4857e-24,0,0.0021067,0.0014862,1.4176,0.0087618
6.725,2.86,0.005,0.30593,-0.0035825,9.0046e-25,0,0.001615,0.0010479,1.5412,0.008674
6.675,2.916,0.005,0.31821,-0.0021515,4.3435e-26,0,0.0011415,0.00053009,2.1534,0.0085992
6.625,2.972,0.005,0.30143,-0.00094431,8.6626e-25,0,0.0015792,0.00024988,6.3201,0.0084708
8.975,0.65515,0.005,0.001018,-0.23377,-4.5532e-24,0,0.0010094,0.00017837,5.659,0.016167
8.925,0.70519,0.005,0.0010863,-0.25284,1.0376e-24,0,0.00066076,0.00038478,1.7173,0.017031
8.875,0.75523,0.005,-0.00083318,-0.25222,2.1496e-37,0,0.00077479,0.00072615,1.067,0.017447
8.825,0.80528,0.005,-0.0031796,-0.24597,2.4053e-24,0,0.00095519,0.0010554,0.90507,0.017513
8.775,0.85532,0.005,-0.0051211,-0.23668,8.2859e-25,0,0.0011403,0.001351,0.84405,0.01729
8.725,0.90536,0.005,-0.0066308,-0.22571,6.4754e-38,0,0.0013117,0.0015552,0.8072,0.016871
8.675,0.9554,0.005,-0.0074946,-0.21357,-1.5104e-24,0,0.0014601,0.0016816,0.77568,0.01634
8.625,1.0054,0.005,-0.0077981,-0.20051,2.5094e-24,0,0.0015845,0.0018137,0.74391,0.01574
8.575,1.0555,0.005,-0.0075598,-0.18692,-2.3146e-24,0,0.0016812,0.0019679,0.70969,0.015119
8.525,1.1055,0.005,-0.0068137,-0.1733,4.2507e-24,0,0.0017491,0.0021571,0.67282,0.014511
8.475,1.1556,0.005,-0.0056262,-0.16003,2.6577e-24,0,0.0017905,0.0023844,0.63461,0.013937
8.425,1.2056,0.005,-0.0040515,-0.14737,-8.2214e-25,0,0.0018103,0.0026591,0.5967,0.01341
8.375,1.2557,0.005,-0.0021279,-0.13549,0,0,0.0018143,0.003,0.56068,0.012935
8.325,1.3057,0.005,0.00014292,-0.12444,-2.6382e-24,0,0.0018086,0.0033919,0.52786,0.012505
8.275,1.3557,0.005,0.0027936,-0.11402,-2.4733e-24,0,0.0017977,0.0036097,0.49803,0.01211
8.225,1.4058,0.005,0.0057992,-0.10411,2.009e-24,0,0.0017867,0.0037943,0.4709,0.011759
8.175,1.4558,0.005,0.0090975,-0.094826,-1.0843e-32,0,0.0017798,0.0039812,0.44704,0.011453
8.125,1.5059,0.005,0.012646,-0.086179,2.1318e-24,0,0.0017799,0.0041701,0.42682,0.011188
8.075,1.5559,0.005,0.016424,-0.078162,7.954e-25,0,0.001789,0.0043591,0.41041,0.010959
8.025,1.606,0.005,0.020425,-0.070747,-1.7429e-32,0,0.0018082,0.0045451,0.39784,0.01076
7.975,1.656,0.005,0.024648,-0.0639,1.8161e-24,0,0.0018379,0.0047241,0.38905,0.010586
7.925,1.706,0.005,0.029099,-0.057586,3.6331e-24,0,0.0018779,0.004891,0.38395,0.010431
7.875,1.7561,0.005,0.033784,-0.051771,1.6523e-24,0,0.0019275,0.0050407,0.38239,0.010293
7.825,1.8061,0.005,0.038717,-0.046424,-1.5844e-24,0,0.0019861,0.0051685,0.38428,0.010167
7.775,1.8562,0.005,0.043915,-0.041518,1.5252e-24,0,0.002053,0.0052692,0.38962,0.01005
7.725,1.9062,0.005,0.049402,-0.037033,4.2768e-37,0,0.0021275,0.0053355,0.39874,0.0099413
7.675,1.9563,0.005,0.055211,-0.032948,-2.3684e-24,0,0.0022086,0.0053614,0.41194,0.0098383
7.625,2.0063,0.005,0.061384,-0.02925,-9.2503e-25,0,0.0022957,0.0053436,0.42961,0.0097402
7.575,2.0563,0.005,0.067976,-0.025927,-4.1084e-24,0,0.002388,0.0052799,0.45229,0.0096464
7.525,2.1064,0.005,0.07506,-0.022969,-3.174e-24,0,0.0024854,0.0051694,0.48078,0.0095567
7.475,2.1564,0.005,0.082734,-0.020365,3.1104e-38,0,0.0025873,0.0050128,0.51614,0.0094714
7.425,2.2065,0.005,0.091124,-0.018106,1.853e-24,0,0.0026935,0.0048123,0.55972,0.0093911
7.375,2.2565,0.005,0.1004,-0.01618,3.0281e-24,0,0.0028033,0.0045725,0.61307,0.0093164
7.325,2.3066,0.005,0.11077,-0.01457,-1.3347e-24,0,0.0029146,0.0043002,0.67779,0.0092473
7.275,2.3566,0.005,0.12252,-0.013268,-2.3646e-24,0,0.0030229,0.0040044,0.7549,0.0091804
7.225,2.4066,0.005,0.13603,-0.012179,-2.4437e-32,0,0.0031189,0.0035876,0.84423,0.0091531
7.175,2.4567,0.005,0.15158,-0.011221,1.2831e-24,0,0.0031917,0.0031988,0.94172,0.0091541
7.125,2.5067,0.005,0.1689,-0.010321,-1.2719e-24,0,0.0032266,0.0029335,1.0382,0.0091505
7.075,2.5568,0.005,0.18752,-0.0094501,-9.0145e-26,0,0.0032106,0.0027451,1.126,0.0091444
7.025,2.6068,0.005,0.20694,-0.0085691,2.1669e-24,0,0.003135,0.0025919,1.2005,0.0091284
6.975,2.6569,0.005,0.22679,-0.0076776,-8.3384e-25,0,0.002992,0.0023722,1.2613,0.0090942
6.925,2.7069,0.005,0.24689,-0.0067552,-6.9209e-25,0,0.0027749,0.0021163,1.3112,0.0090411
6.875,2.7569,0.005,0.26696,-0.0058161,-9.934e-25,0,0.0024757,0.0018268,1.3552,0.0089783
6.825,2.807,0.005,0.2864,-0.0047949,-9.4548e-25,0,0.0020887,0.0014836,1.4079,0.0089039
6.775,2.86,0.005,0.30494,-0.0037123,1.0635e-24,0,0.0016006,0.0010441,1.533,0.0088049
6.725,2.916,0.005,0.31702,-0.0022262,0,0,0.0011331,0.00052743,2.1484,0.0087171
6.675,2.972,0.005,0.30009,-0.00096409,-4.9776e-26,0,0.0015691,0.00024907,6.2997,0.0085757
8.975,0.70519,0.005,0.00024972,-0.2322,-1.9586e-24,0,0.0010134,0.00017872,5.6704,0.016619
8.925,0.75523,0.005,-0.00017611,-0.25305,-2.751e-24,0,0.00066918,0.00038684,1.7299,0.017075
8.875,0.80528,0.005,-0.0017743,-0.25334,-3.4233e-24,0,0.00078193,0.00072896,1.0727,0.017275
8.825,0.85532,0.005,-0.0036874,-0.24743,-2.2387e-24,0,0.0009588,0.0010561,0.90787,0.017203
8.775,0.90536,0.005,-0.0051639,-0.23816,2.7956e-38,0,0.0011431,0.0013512,0.84601,0.016924
8.725,0.9554,0.005,-0.0062193,-0.22707,3.3634e-24,0,0.0013144,0.0016038,0.80823,0.016494
8.675,1.0054,0.005,-0.006687,-0.21478,-3.8166e-24,0,0.0014621,0.0017217,0.7757,0.015983
8.625,1.0555,0.005,-0.0066208,-0.20154,4.0218e-24,0,0.0015851,0.0018454,0.74316,0.015428
8.575,1.1055,0.005,-0.0060592,-0.18777,-2.4344e-24,0,0.0016805,0.0019932,0.7085,0.01486
8.525,1.1556,0.005,-0.0050327,-0.17397,-2.6424e-24,0,0.0017473,0.0021796,0.67165,0.01431
8.475,1.2056,0.005,-0.0035999,-0.16055,-1.5339e-32,0,0.0017884,0.0024071,0.63392,0.013795
8.425,1.2557,0.005,-0.0018036,-0.14776,3.1065e-24,0,0.0018088,0.002684,0.59688,0.013324
8.375,1.3057,0.005,0.00032648,-0.13574,-3.4909e-26,0,0.0018143,0.0030252,0.56201,0.0129
8.325,1.3557,0.005,0.0028076,-0.12453,4.5626e-33,0,0.0018108,0.0034145,0.53032,0.012515
8.275,1.4058,0.005,0.005654,-0.11394,-1.7667e-37,0,0.0018029,0.0035946,0.50155,0.012156
8.225,1.4558,0.005,0.0088494,-0.10391,6.3612e-25,0,0.0017959,0.0037756,0.47567,0.011841
8.175,1.5059,0.005,0.012323,-0.094536,1.54e-24,0,0.0017937,0.0039576,0.45323,0.011565
8.125,1.5559,0.005,0.016044,-0.085824,1.6114e-38,0,0.001799,0.00414,0.43455,0.011325
8.075,1.606,0.005,0.020001,-0.077757,-9.9543e-25,0,0.0018137,0.0043207,0.41976,0.011116
8.025,1.656,0.005,0.024193,-0.070305,-1.0521e-24,0,0.0018385,0.0044962,0.4089,0.010933
7.975,1.706,0.005,0.028623,-0.063432,-3.8538e-24,0,0.0018738,0.0046623,0.4019,0.010771
7.925,1.7561,0.005,0.0333,-0.057104,1.1007e-24,0,0.0019193,0.004814,0.39869,0.010625
7.875,1.8061,0.005,0.038235,-0.051285,2.8756e-24,0,0.0019744,0.0049465,0.39916,0.010492
7.825,1.8562,0.005,0.043448,-0.045947,-1.0954e-24,0,0.0020385,0.0050552,0.40324,0.010369
7.775,1.9062,0.005,0.048961,-0.041061,-4.3899e-24,0,0.002111,0.0051338,0.4112,0.010253
7.725,1.9563,0.005,0.054807,-0.036607,-2.6748e-24,0,0.0021912,0.0051751,0.42341,0.010144
7.675,2.0063,0.005,0.061029,-0.032566,2.6227e-24,0,0.0022782,0.0051745,0.44027,0.010039
7.625,2.0563,0.005,0.067683,-0.028924,2.5815e-24,0,0.0023713,0.0051294,0.46229,0.009939
7.575,2.1064,0.005,0.07484,-0.025668,-2.5528e-24,0,0.00247,0.0050385,0.49022,0.0098426
7.525,2.1564,0.005,0.082596,-0.022788,-3.7534e-40,0,0.0025738,0.0049021,0.52504,0.0097506
7.475,2.2065,0.005,0.091076,-0.020271,2.0987e-24,0,0.0026821,0.004722,0.568,0.0096634
7.425,2.2565,0.005,0.10044,-0.018105,2.9702e-24,0,0.0027939,0.0045023,0.62054,0.0095821
7.375,2.3066,0.005,0.11089,-0.016269,3.6867e-24,0,0.0029069,0.0042494,0.68408,0.0095075
7.325,2.3566,0.005,0.1227,-0.014744,3.6978e-25,0,0.0030165,0.0039716,0.75951,0.009437
7.275,2.4066,0.005,0.1362,-0.013455,-2.5889e-24,0,0.0031131,0.0036508,0.84621,0.0093852
7.225,2.4567,0.005,0.15166,-0.012323,-1.4262e-24,0,0.0031841,0.0032463,0.94071,0.0093794
7.175,2.5067,0.005,0.16887,-0.011257,1.3497e-24,0,0.0032162,0.002973,1.0345,0.0093711
7.125,2.5568,0.005,0.18735,-0.010226,-1.3417e-25,0,0.0031973,0.0027782,1.1199,0.0093604
7.075,2.6068,0.005,0.20662,-0.0092075,1.0822e-24,0,0.0031191,0.0026154,1.1926,0.0093334
7.025,2.6569,0.005,0.22634,-0.008187,2.468e-24,0,0.0029737,0.0023745,1.2523,0.0092891
6.975,2.7069,0.005,0.24632,-0.0071566,1.1836e-24,0,0.0027552,0.0021169,1.3016,0.0092264
6.925,2.7569,0.005,0.26626,-0.0061232,6.3344e-25,0,0.002456,0.0018256,1.3453,0.0091529
6.875,2.807,0.005,0.28555,-0.005019,-1.128e-24,0,0.0020704,0.0014806,1.3984,0.0090662
6.825,2.86,0.005,0.30391,-0.00386,-1.4665e-24,0,0.001586,0.0010399,1.5252,0.0089546
6.775,2.916,0.005,0.31579,-0.0023111,5.8219e-38,0,0.0011247,0.00052465,2.1438,0.0088526
6.725,2.972,0.005,0.29871,-0.0009873,-1.6455e-37,0,0.0015588,0.00024825,6.279,0.0086964
8.975,0.75523,0.005,-0.00017521,-0.23185,-5.4224e-38,0,0.0010168,0.00017902,5.6797,0.016826
8.925,0.80528,0.005,-0.00099057,-0.25364,6.3673e-25,0,0.00067857,0.00038998,1.74,0.01703
8.875,0.85532,0.005,-0.0023031,-0.25449,-1.5569e-37,0,0.00079002,0.00073404,1.0763,0.01708
8.825,0.90536,0.005,-0.0038685,-0.24878,-2.4934e-38,0,0.00096392,0.0010581,0.911,0.016918
8.775,0.9554,0.005,-0.0049493,-0.23948,-3.284e-24,0,0.0011468,0.0013515,0.84858,0.016611
8.725,1.0054,0.005,-0.0056218,-0.22822,1.9267e-24,0,0.0013174,0.0016268,0.8098,0.016185
8.675,1.0555,0.005,-0.0057412,-0.21575,3.5204e-24,0,0.0014643,0.0017543,0.77618,0.015701
8.625,1.1055,0.005,-0.0053442,-0.20234,-3.6573e-24,0,0.0015856,0.0018718,0.74283,0.01519
8.575,1.1556,0.005,-0.0044854,-0.18839,2.5563e-24,0,0.0016795,0.0020151,0.70775,0.014675
8.525,1.2056,0.005,-0.0031974,-0.17444,2.0629e-24,0,0.0017453,0.002201,0.67097,0.014181
8.475,1.2557,0.005,-0.0015244,-0.16089,2.8212e-24,0,0.0017861,0.0024304,0.63381,0.01372
8.425,1.3057,0.005,0.00049593,-0.14797,4.9768e-26,0,0.0018072,0.002711,0.59775,0.0133
8.375,1.3557,0.005,0.0028366,-0.13584,7.0069e-33,0,0.0018144,0.0030539,0.56408,0.012924
8.325,1.4058,0.005,0.0055367,-0.12449,-2.6866e-24,0,0.0018133,0.0033982,0.53361,0.012577
8.275,1.4558,0.005,0.0085931,-0.11374,0,0,0.0018089,0.0035748,0.50602,0.012253
8.225,1.5059,0.005,0.011986,-0.10361,9.0764e-25,0,0.0018064,0.0037514,0.48153,0.011967
8.175,1.5559,0.005,0.015646,-0.094165,2.4321e-24,0,0.0018093,0.0039276,0.46066,0.011718
8.125,1.606,0.005,0.019558,-0.085401,-1.1329e-24,0,0.0018202,0.0041026,0.44367,0.0115
8.075,1.656,0.005,0.023717,-0.077295,-2.2328e-24,0,0.0018406,0.0042739,0.43067,0.011308
8.025,1.706,0.005,0.028127,-0.069816,-1.2351e-24,0,0.0018714,0.0044378,0.42168,0.011138
7.975,1.7561,0.005,0.032794,-0.062928,-4.1132e-24,0,0.0019126,0.00459,0.41668,0.010985
7.925,1.8061,0.005,0.037732,-0.056596,-5.3241e-25,0,0.001964,0.0047257,0.4156,0.010845
7.875,1.8562,0.005,0.042957,-0.050785,-6.6315e-25,0,0.002025,0.0048403,0.41835,0.010716
7.825,1.9062,0.005,0.048494,-0.045465,2.2226e-38,0,0.002095,0.004929,0.42504,0.010594
7.775,1.9563,0.005,0.054376,-0.04061,5.8376e-25,0,0.0021737,0.0049841,0.43613,0.010479
7.725,2.0063,0.005,0.060645,-0.036197,2.4012e-24,0,0.0022601,0.005,0.45202,0.010368
7.675,2.0563,0.005,0.067357,-0.032209,5.8241e-24,0,0.0023534,0.0049731,0.47323,0.010261
7.625,2.1064,0.005,0.074585,-0.028632,5.7569e-24,0,0.002453,0.0049017,0.50044,0.010158
7.575,2.1564,0.005,0.08242,-0.025452,2.8595e-24,0,0.0025582,0.0047856,0.53457,0.01006
7.525,2.2065,0.005,0.090986,-0.022655,2.3751e-24,0,0.0026682,0.0046262,0.57676,0.0099656
7.475,2.2565,0.005,0.10044,-0.020227,-1.6731e-38,0,0.0027817,0.004427,0.62834,0.0098774
7.425,2.3066,0.005,0.11097,-0.018148,1.6609e-24,0,0.0028961,0.0041939,0.69055,0.0097962
7.375,2.3566,0.005,0.12283,-0.016389,5.0199e-24,0,0.0030065,0.0039346,0.7641,0.0097225
7.325,2.4066,0.005,0.13632,-0.014889,0,0,0.0031036,0.0036588,0.84826,0.0096575
7.275,2.4567,0.005,0.15168,-0.01354,-7.6362e-26,0,0.0031738,0.0033026,0.93955,0.0096324
7.225,2.5067,0.005,0.16878,-0.012289,1.5843e-24,0,0.0032037,0.0030161,1.0306,0.0096208
7.175,2.5568,0.005,0.18711,-0.011084,2.8727e-24,0,0.0031822,0.0028131,1.1137,0.0096012
7.125,2.6068,0.005,0.20623,-0.0099202,-1.4576e-24,0,0.0031014,0.0026179,1.1847,0.0095639
7.075,2.6569,0.005,0.22582,-0.008756,-4.7812e-24,0,0.0029542,0.0023759,1.2434,0.0095073
7.025,2.7069,0.005,0.24569,-0.0076066,-1.7071e-24,0,0.0027348,0.0021167,1.292,0.0094358
6.975,2.7569,0.005,0.26549,-0.0064681,-1.2793e-24,0,0.0024357,0.0018238,1.3355,0.0093508
6.925,2.807,0.005,0.28464,-0.0052717,-3.9307e-38,0,0.0020518,0.0014772,1.389,0.0092506
6.875,2.86,0.005,0.30283,-0.0040277,-9.9508e-25,0,0.0015714,0.0010354,1.5176,0.0091252
6.825,2.916,0.005,0.31451,-0.0024074,1.8414e-38,0,0.0011164,0.00052176,2.1397,0.0090077
6.775,2.972,0.005,0.29729,-0.0010143,1.2937e-24,0,0.0015484,0.00024743,6.2581,0.0088348
8.975,0.80528,0.005,-0.00041276,-0.23225,6.1446e-25,0,0.0010192,0.00017924,5.6866,0.01688
8.925,0.85532,0.005,-0.001483,-0.25445,-1.0281e-24,0,0.00068771,0.00039489,1.7415,0.01693
8.875,0.90536,0.005,-0.0025431,-0.25563,7.2758e-38,0,0.00079883,0.00074059,1.0786,0.016882
8.825,0.9554,0.005,-0.0038049,-0.25001,1.7223e-24,0,0.00097009,0.0010608,0.91452,0.016667
8.775,1.0054,0.005,-0.0045382,-0.24063,1.6398e-24,0,0.0011511,0.0013516,0.8517,0.016353
8.725,1.0555,0.005,-0.004878,-0.22919,-3.0362e-24,0,0.0013205,0.0016266,0.81183,0.015942
8.675,1.1055,0.005,-0.0046756,-0.21652,3.2221e-24,0,0.0014664,0.0017804,0.77707,0.015492
8.625,1.1556,0.005,-0.0039783,-0.20293,1.6319e-38,0,0.0015858,0.0018939,0.7429,0.015026
8.575,1.2056,0.005,-0.0028423,-0.18882,-3.2386e-24,0,0.0016781,0.0020354,0.70742,0.014562
8.525,1.2557,0.005,-0.0012959,-0.17473,0,0,0.0017429,0.0022226,0.6708,0.01412
8.475,1.3057,0.005,0.00061639,-0.16106,2.9197e-24,0,0.0017836,0.0024552,0.63432,0.01371
8.425,1.3557,0.005,0.002863,-0.14804,-4.6789e-25,0,0.0018056,0.0027407,0.59932,0.013338
8.375,1.4058,0.005,0.0054206,-0.1358,-2.8059e-24,0,0.0018148,0.0030881,0.56698,0.013006
8.325,1.4558,0.005,0.0083491,-0.12431,-1.7318e-32,0,0.0018165,0.0033777,0.53778,0.012691
8.275,1.5059,0.005,0.011634,-0.11343,-2.7434e-24,0,0.001816,0.0035504,0.5115,0.012397
8.225,1.5559,0.005,0.01523,-0.10322,2.4655e-37,0,0.0018184,0.0037218,0.48858,0.012139
8.175,1.606,0.005,0.019094,-0.093722,2.556e-24,0,0.0018268,0.0038915,0.46944,0.011913
8.125,1.656,0.005,0.02322,-0.084917,2.4626e-24,0,0.0018436,0.0040582,0.45429,0.011713
8.075,1.706,0.005,0.027609,-0.076784,3.7741e-24,0,0.0018701,0.004219,0.44326,0.011536
8.025,1.7561,0.005,0.032266,-0.069289,3.7098e-24,0,0.0019071,0.0043704,0.43637,0.011376
7.975,1.8061,0.005,0.037205,-0.062398,-2.9844e-24,0,0.0019546,0.0045079,0.4336,0.011229
7.925,1.8562,0.005,0.042442,-0.056072,-1.4209e-24,0,0.0020123,0.0046269,0.43491,0.011094
7.875,1.9062,0.005,0.048002,-0.050279,3.4754e-24,0,0.0020795,0.0047231,0.44029,0.010966
7.825,1.9563,0.005,0.053917,-0.044987,4.0294e-24,0,0.0021562,0.0047902,0.45013,0.010845
7.775,2.0063,0.005,0.060232,-0.040172,-6.0166e-25,0,0.0022415,0.0048213,0.46491,0.010728
7.725,2.0563,0.005,0.067,-0.03581,-1.9307e-24,0,0.0023345,0.004812,0.48514,0.010616
7.675,2.1064,0.005,0.074294,-0.031884,-1.3401e-24,0,0.0024344,0.0047597,0.51147,0.010506
7.625,2.1564,0.005,0.082206,-0.028379,1.881e-24,0,0.0025405,0.0046637,0.54475,0.010401
7.575,2.2065,0.005,0.090853,-0.025278,-5.2374e-25,0,0.0026517,0.004525,0.58602,0.0103
7.525,2.2565,0.005,0.10039,-0.022566,-1.8587e-24,0,0.0027665,0.0043466,0.63646,0.010205
7.475,2.3066,0.005,0.111,-0.020219,-2.7132e-37,0,0.0028818,0.0041336,0.69718,0.010117
7.425,2.3566,0.005,0.12291,-0.018208,-2.8515e-24,0,0.0029928,0.0038932,0.76871,0.010037
7.375,2.4066,0.005,0.13638,-0.016477,-2.9719e-24,0,0.0030901,0.0036345,0.85022,0.0099665
7.325,2.4567,0.005,0.15164,-0.014908,1.7807e-24,0,0.0031602,0.0033668,0.93834,0.009919
7.275,2.5067,0.005,0.1686,-0.013437,3.1634e-24,0,0.0031886,0.0030645,1.0265,0.0099001
7.225,2.5568,0.005,0.18679,-0.012044,1.4478e-24,0,0.0031651,0.0028503,1.1073,0.0098696
7.175,2.6068,0.005,0.20577,-0.010708,1.273e-24,0,0.003082,0.0026189,1.1768,0.0098221
7.125,2.6569,0.005,0.22525,-0.0093927,-1.5593e-24,0,0.0029334,0.0023762,1.2345,0.0097527
7.075,2.7069,0.005,0.245,-0.0081131,-9.5573e-25,0,0.0027133,0.0021157,1.2825,0.0096717
7.025,2.7569,0.005,0.26466,-0.0068556,6.5776e-25,0,0.0024147,0.0018214,1.3258,0.0095744
6.975,2.807,0.005,0.28367,-0.0055566,-1.4555e-24,0,0.0020328,0.0014732,1.3799,0.0094596
6.925,2.86,0.005,0.30169,-0.0042177,0,0,0.0015565,0.0010306,1.5104,0.0093191
6.875,2.916,0.005,0.31317,-0.0025165,0,0,0.0011081,0.00051873,2.1362,0.0091843
6.825,2.972,0.005,0.29581,-0.0010453,-1.5578e-24,0,0.0015379,0.00024658,6.2367,0.0089928
8.975,0.85532,0.005,-0.00052892,-0.23309,-5.7642e-25,0,0.0010216,0.00017944,5.6931,0.016845
8.925,0.90536,0.005,-0.0017508,-0.25539,-1.1379e-24,0,0.00069671,0.00040104,1.7373,0.016802
8.875,0.9554,0.005,-0.0025655,-0.2567,-1.3564e-24,0,0.00080824,0.000748,1.0805,0.016696
8.825,1.0054,0.005,-0.003558,-0.25111,-5.4887e-38,0,0.00097697,0.0010636,0.91855,0.016457
8.775,1.0555,0.005,-0.0039722,-0.2416,-4.0479e-26,0,0.0011558,0.0013513,0.85531,0.016152
